"fuente","divipola","Municipio","Departamento","valor","nombre_del_proyecto","categoria","subcategoria","fecha_corte"
"Impuesto Nacional al Consumo","25,245","El Colegio","Cundinamarca","65,000,000","Protección dal arte rupestre","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","50,006","Acacías","Meta","76,000,000","“Prospección arqueológica y plan de manejo socio productivo en el sitio La torre, Vereda de San Isidro de Chichimene, Municipio de Acacías.”","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","15,762","Sora","Boyacá","15,000,000","PUBLICACION DE LA HISTORIOGRAFIA COLONIAL DE SORA","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","15,516","Paipa","Boyacá","7,650,000","FORTALECIMIENTO DEL PATRIMONIO DE LOS PAIPANOS A TRAVÉS DE LA GRABACION DEL HIMNO MUNICIPAL DE PAIPA, INVOLUCRANDO EL PATRIMONIO ARTISTICO MUSICAL Y COMO  EJECUCION DEL PLAN DE ACCION DEL CENTRO DE MEMORIA DE PAIPA.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","15,455","Miraflores","Boyacá","10,000,000","RECUPERACION Y FORTALECIMIENTO DEL HIMNO DE MIRAFLORES, SIMBOLO PATRIO PARA APOYAR LAS INSTITUCIONES EDUCATIVAS, BIBLIOTECAS Y CENTRO DE MEORIA A TRAVÉS DE LA ORQUESTACION, GRABACION, MEZCLA, EDICION Y DIVULGACION.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","15,632","Saboyá","Boyacá","18,000,000","RECUPERACION DE EXPRESIONES ORALES EN EL MUNICIPIO DE SABOYÀ","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","15,676","San Miguel de Sema","Boyacá","21,300,000","INVESTIGACION RESCATE Y DIFUSION DEL ACERVO CULTURAL DEL MUNICIPIO DE SAN MIGUEL DE SEMA A TRAVES DE VIGÌAS DEL PATRIMONIO LOCAL","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","63,272","Filandia","Quindío","15,435,343","IMPLEMENTACION DEL CENTRO DE INTERPRETACION DE LA CESTERIA DE BEJUCOS COMO TRADICION ARTESANAL.  II ETAPA","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","15,762","Sora","Boyacá","45,000,000","DISEÑO E IMPLEMENTACION DEL PLAN ESPECIAL DE SALVAGUARDIA DE LA TRADICION ARTESANAL DE ELBORACION DE RETABLOS (CORPUS CRISTI), A TRAVES DE LA IMPLEMENTACION DEL “PIRS”. MUNICIPIO DE SORA.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","15,572","Puerto Boyacá","Boyacá","82,266,446","RECUPERACION Y CONSERVACION DE LA CULTURA ANCESTRAL EMBERA KATIO-CHAMI DE LA VEREDA POZO DOS, SECTOR DE LA TEBAIDA, ZONA RURAL DEL MUNICIPIO DE PUERTO BOYACA.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","27,205","Condoto","Chocó","45,000,000","REVALORANDO EL PATRIMONIO MUSICAL ORAL DEL CHOCÓ. ALABAOS, FASE1: INVESTIGACIÓN","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","68,001","Bucaramanga","Santander","38,000,000","LOS NIÑOS MIRAN LA CIUDAD","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","23,417","Lorica","Córdoba","150,000,000","identificaciòn, proteccion y difusion del patrimonio cultural inmaterial de los inmigrantes arabes en el municipio de Lorica y demas municipios del departamento de Cordoba","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","23,189","Ciénaga de Oro","Córdoba","40,022,000","Publicacion de un libro donde se compile la historia, detalles y anecdotas de las manifestaciones apoyados en documentos filmicos y fotograficos","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","27,001","Quibdó","Chocó","57,000,000","VIVE LA MUSICA DE TU PUEBLO ORGANIZACIÓN MUSICAL BANDA ESCUELA SAN FRANCISCO DE ASIS","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","85,325","San Luis de Palenque","Casanare","31,800,000","Conformación del grupo de vigías de patrimonio del municipio de San Luis de Palenque","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","85,400","Támara","Casanare","73,000,000","CREACION Y/O CONSOLIDACION DE CINCO (5) GRUPOS DE VIGIAS DEL MUNICIPIO DE TÁMARA EN EL DEPARTAMENTO DE CASANARE REPONSABLES DE LA ACTUALIZACION DEL INVENTARIO DEL PATRIMONIO CULTURAL LOCAL Y PRESENTACION DE PROPUESTAS PARA SU GESTION.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","97,001","Mitú","Vaupés","29,321,318","promociòn de la cultura autoctona mediante la realizaciòn de murales alusivos a la cultura local en la cabecera municipal de mitu.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","88,001","San Andrés","Archipiélago de San Andrés, Providencia y Santa Catalina","12,000,000","Conformacion y Fortalecimiento de grupos de vigtias del patrimonio en la isla de San Andres","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","20,001","Valledupar","Cesar","90,000,000","Creación del Fondo de Memoria del Vallenato en la Sala Patrimonial de la Biblioteca Departamental Rafael carrillo Lúquez","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","25,781","Sutatausa","Cundinamarca","39,000,000","Ruta de interpretación integral de los Bienes de Interés Cultural y Lugares significativos del casco urbano de Sutatausa","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","8,560","Ponedera","Atlántico","10,000,000","Fomento de las Tradiciones Culturales de Puerto Giraldo, Atlántico","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo",,,,"21,544,021","“RUTA PATRIMONIAL PARA POBLACION INFANTIL EN FORMACION DE PEQUEÑOS VIGIAS” POR LOS MUNICIPIOS DE MONTERÍA, CERETE, CIENAGA DE ORO Y LORICA","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","17,050","Aranzazu","Caldas","6,000,000","DIVULGACION Y PUBLICACION DEL INVENTARIO ARQUEOLOGICO DE LA COLECCION MARINO ALZATE DEL MUNICIPIO DE ARANZAZU","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","85,325","San Luis de Palenque","Casanare","31,800,000","Conformación del grupo de vigías de patrimonio del municipio de San Luis de Palenque","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","85,400","Támara","Casanare","73,000,000","CREACION Y/O CONSOLIDACION DE CINCO (5) GRUPOS DE VIGIAS DEL MUNICIPIO DE TÁMARA EN EL DEPARTAMENTO DE CASANARE REPONSABLES DE LA ACTUALIZACION DEL INVENTARIO DEL PATRIMONIO CULTURAL LOCAL Y PRESENTACION DE PROPUESTAS PARA SU GESTION.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","27,135","El Cantón del San Pablo","Chocó","53,370,000","CONFORMACIÓN Y FORTALECIMIENTO DEL GRUPO DE VIGIAS DEL PATRIMONIO DEL MUNICIPIO CANTON DEL SAN PABLO","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","15,131","Caldas","Boyacá","69,970,000","REGISTRO E INVENTARIO DE MANIFESTACIONES DEL PATRIMONIO CULTURALO INMATERIAL DEL MUNICIPIO DE CALDAS","L1. Inventarios y registros del patrimonio cultural inmaterial","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","13,468","Santa Cruz de Mompox","Bolívar","100,000,000","Apoyo para la sostenibilidady permanencia del area formatica la Escuelalleranta Cruz de Mompox","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","70,001","Sincelejo","Sucre","3,013,011","VIGIAS DEL PATRIMONIO Y FORTALECIMIENTO  INSTITUCIONAL DEL CONSEJO  DEPARTAMNTAL DE PATRIMONIO DE  SUCRE","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","15,001","Tunja","Boyacá","212,488,653","DOTACIÓN DE COCINA Y TALLER DE CARPINTERIA PARA LOS PROCESOS DE FORMACIÓN DE LA ESCUELA TALLER DE BOYACÁ.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","15,676","San Miguel de Sema","Boyacá","21,300,000","INVESTIGACIÓN RESCATE Y DIFUSIÓN DEL ACERVO CULTURAL DEL MUNICIPIO DE SAN MIGUEL DE SEMA A TRAVÉS DE VIGÍAS DEL PATRIMONIO LOCAL.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","15,632","Saboyá","Boyacá","18,000,000","RECUPERACIÓN DE EXPRESIONES ORALES EN EL MUNICIPIO DE SABOYA.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","15,632","Saboyá","Boyacá","16,000,000","RESCATE DE LA TRADICIÓN MUSICAL CAMPESINA EN EL MUNICIPIO DE SABOYA.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","15,362","Iza","Boyacá","125,891,140","SENSIBILIZACIÓN, PROMOCIÓN Y DIFUSIÓN DEL PATRIMONIO CULTURAL CON LA COMUNIDAD Y LOS VISITANTES DE IZA.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","17,614","Riosucio","Caldas","4,000,000","LOS NIÑOS APRENDEN A SALVAGUARDAR NUESTRO PATRIMONIO","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","17,653","Salamina","Caldas","2,000,000","APOYO  A LA FORMACION Y  CORRECTO FUNCIONAMIENTO DEL GRUPO DE VIGÍAS DEL PATRIMONIO CULTURAL  DEL MUNICIPIO DE SALAMINA CALDAS","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","17,524","Palestina","Caldas","7,000,000","REEDICIÓN Y PUBLICACIÓN DE LA  MONOGRAFÍA DE PALESTINA, ELABORADA POR CALIXTO BOTERO, DEL AÑO 1930","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","17,495","Norcasia","Caldas","2,000,000","APOYO A FORMACIÓN DE VIGÍAS DEL PATRIMONIO CULTURAL Y SUMINISTRO DE HERRAMIENTAS  BÁSICAS PARA EL DESARROLLO DE ACTIVIDADES.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","17,777","Supía","Caldas","5,000,000","IMPLEMENTACION DE PROCESOS DE APROPIACIÓN SOCIAL DEL LEGADO PATRIMONIAL , CULTURAL Y NATURAL DEL MUNICIPIO DE SUPÍA","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","25,797","Tena","Cundinamarca","31,000,000","Identificación, valoración y difusión del patrimonio cultural del Municipio y conformación del grupo vigías del patrimonio de Tena - Cundinamarca.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","76,113","Bugalagrande","Valle del Cauca","94,449,375","Difusión del patrimonio cultural Bugalagrandeño entre niños y jovenes del Municipio de Bugalagrande, Departamento del Valle del Cauca.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","8,685","Santo Tomás","Atlántico","100,000,000","Plan de Revitalización del Patrimonio Oral e Intangible del Departamento del Atlántico","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","27,001","Quibdó","Chocó","145,000,000","PROGRAMA DE PROMOCION DE LAS FIESTAS FRANCISCANAS DE QUIBDÓ","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","52,687","San Lorenzo","Nariño","14,000,000","APOYO Y FORTALECIMIENTO DEL ARTE, LA MÚSICA Y SABERES TRADICIONALES PARA LA PROMOCIÓN Y PROTECCIÓN  DEL PATRIMONIO CULTURAL","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","68,755","Socorro","Santander","45,000,000","TRILOGIA ESCENICA DE LOS HEROES COMUNEROS, PUESTA EN VALOR DEL PATRIMONIO CULTURAL INMATERIAL DE EL SOCORRO","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","68,368","Jesús María","Santander","80,000,000","APOYO PARA LA CONFORMACION Y FORTALECIMIENTO DE LA RED DEPARTAMENTAL DE VIGIS DEL PATRIMONIO EN LAS PROVINCIAS DEL DEPARTAMENTO DE SANTANDER","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","52,083","Belén","Nariño","25,000,000","VIVAMOS NUESTRO PATRIMONIO","L1. Inventarios y registros del patrimonio cultural inmaterial","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","25,486","Nemocón","Cundinamarca","91,300,000","Protección y difusión del patrimonio cultural de las áreas arqueológicas protegidas del Municipio de Nemocón.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","86,568","Puerto Asís","Putumayo","47,657,203","FORTALECIMIENTO AL PROYECTO CULTURAL DE LA POBLACION AFRODESCENDIENTE DEL MUNICIPIO DE PUERTO ASIS, ASOCIACION ASO AFROS, PARA DIFUNDIR EL PATRIMONIO INMATERIAL DE LA NACION POR MEDIO DE LOS CANTOS, LOS ARRULLOS, ALABAOS, LOS INSTRUMENTOS AUTOTONOS MUSICALES Y LAS DANZAS AFRODESCENDIENTES DEL MUNICIPIO DE PUERTO ASIS DEPARTAMENTO DEL PUTUMAYO","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","73,001","Ibagué","Tolima","80,000,000","CONSTRUCCIÓN COLECTIVA DE MEMORIA DE LOS ACTORES DEL CONFLICTO EN NUESTRO TERRITORIO Y LA HISTORIA CARCELARIA DEL MUNICIPIO DE IBAGUÉ","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","73,671","Saldaña","Tolima","44,000,000","RECOPILACION HISTORICA DEL PATRIMONIO ARTISTICO INMATERIAL DEL TEATRO TOLIMANSE CON VISION RETROSPECTIVA EN EL MUNICIPIO DE SALDAÑA TOLIMA","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","68,368","Jesús María","Santander","124,000,000","DIAGNÓSTICO DE LA MANIFESTACIÓN DE LOS BAILES DEL TORBELLINO.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","41,132","Campoalegre","Huila","48,000,000","PROTECCION,PROMOCION Y DIFUSION TURISTICA PARQUE MUSEO DEL ARROZ DEL MUNICIPIO DE CAMPOALEGRE- HUILA","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","91,540","Puerto Nariño","Amazonas","40,233,748","DISEÑO E IMPLEMENTACIÓN DEL PROGRAMA ESCUELA TALLER DE DANZA, ARTES Y OFICIOS TRADICIONALES DEL MUNICIPIO DE PUERTO NARIÑO - AMAZONAS.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","63,001","Armenia","Quindío","19,000,000","DIFUSIÓN DEL PATRIMONIO CULTURAL DE ARMENIA Y EL QUINDIO","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","94,001","Inírida","Guainía","25,004,019","PROGRAMA DE CREACION, FORMACION Y CAPACITACION DE VIGIAS PARA EL CUIDADO Y PROTECCION DEL PATRIMONIO CULTURAL DEL MUNICIPIO DE INIRIDA, GUAINIA.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","50,370","Uribe","Meta","165,000,000","Visualización de los hallazgos arqueológicos de Uribe y Lejanías:   programa de protección, divulgación y sensibilización de las riquezas de patrimonio cultural y arqueológico de los municipios de Uribe y Lejanías.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","50,370","Uribe","Meta","165,000,000","Visualización de los hallazgos arqueológicos de Uribe y Lejanías:   programa de protección, divulgación y sensibilización de las riquezas de patrimonio cultural y arqueológico de los municipios de Uribe y Lejanías.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","94,001","Inírida","Guainía","18,000,000","PROGRAMA DE CREACIÓN, FORMACIÓN Y CAPACITACIÓN DE VIGÍAS PARA EL CUIDADO Y PROTECCIÓN DEL PATRIMONIO CULTURAL DEL MUNICIPIO DE INIRIDA, GUAINIA.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","15,442","Maripí","Boyacá","43,970,000","“POR TI MARIPI CONSOLIDAMOS Y CAPACITAMOS EL GRUPO DE VIGÍAS DEL MUNICIPIO DE MARIPI DEPARTAMENTO DE BOYACÁ”","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","68,368","Jesús María","Santander","100,600,000","INVESTIGACION PARA FORTALECIMIENTO DE LA MANIFESTACIÓN DE LOS BAILES DEL TORBELLINO.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","68,773","Sucre","Santander","100,600,000","INVESTIGACION PARA FORTALECIMIENTO DE LA MANIFESTACIÓN DE LOS CANTOS DE GUABINA.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","81,591","Puerto Rondón","Arauca","67,000,000","FORTALECIMIENTO DE LA IDENTIDAD CULTURAL A TRAVÉS DE LA INVESTIGACIÓN DE LA VOZ DE LOS SABEDORES TRADICIONALES DEL MUNICIPIO DE PUERTO RONDÓN","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","15,051","Arcabuco","Boyacá","35,000,000","COCINANDO HISTORIAS, SABORES Y TRADICIONES GASTRONÓMICAS DE ARCABUCO, UNA ESTRATEGIA PEDAGÓGICA PARA SU APROPIACIÓN.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","50,370","Uribe","Meta","155,000,000","Programa  de  Visualización de los hallazgos arqueológicos de los municipios de  Uribe y Lejanías para la protección, divulgación y sensibilización de las riquezas de patrimonio cultural y arqueológico.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","52,699","Santacruz","Nariño","52,200,000","III ENCUENTRO REGIONAL DE BANDAS DE YEGUA","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","52,885","Yacuanquer","Nariño","69,800,000","Diplomado en Gestión del QhapaqÑan Sistema Vial Andino. Patrimonio de la Humanidad (2014).","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","52,885","Yacuanquer","Nariño","69,800,000","Diplomado en gestión del Qhapaq Ñan sistema vial andino","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","81,001","Arauca","Arauca","110,000,000","Promoción y Difusión del Joropo Antiguo:  Las Danzas del Araguato, el Gaván y la Vaca,  Tradición folclórica llanera.","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","52,001","Pasto","Nariño","55,000,000","Distintas maneras de narrar el carnaval de Negros y Blancos de Pasto","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","20,178","Chiriguaná","Cesar","47,080,000","PROMOCION Y DIFUSION DEL PATRIMONIO INMATERIAL CULTURAL RELACIONADO CON EL RESCATE DE LA DANZA SANTISUCIA, Y NEGROS CUBANOS EN EL MUNICIPIO DE CHIRIGUANA","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","52,001","Pasto","Nariño","45,240,000","Tallando la memoria:  la ruta de los balcones del centro histórico de Pasto","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
"Impuesto Nacional al Consumo","18,753","San Vicente del Caguán","Caquetá","55,000,000","CONSTRUCCION DE LA MEMORIA HISTÓRICA EN LA RUTA SAN VICENTE DEL CAGUÁN  Y FLORENCIA , EN EL DEPARTAMENTO DEL CAQUETA","L2. Programas para la protección, promoción y difusión del patrimonio cultural (Campañas de prevención, sensibilización, educación y formación)","Sin información","2025 Aug 26 12:00:00 AM"
