"fuente","divipola","Municipio","Departamento","valor","nombre_del_proyecto","categoria","subcategoria","fecha_corte"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","12,000,000","CARTOGRAFÍA LAS 7 MARAVILLAS DEL CIRCO EL ORIGEN DE LA TÉCNICA","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","5,000,000","_Obra de teatro “Don Fecundo”","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","4,750,000","#CREATE_EN_CA SA","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","8,000,000","VENTANAS DE CUARENTENA","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","3,600,000","RENACE LA RISA POR CULPA DE LAS MARIONETAS","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","2,500,000","LE GESTE, ESCUELA NACIONAL DE TEATRO FÍSICO HACIA UNA 
FORMACIÓN VIRTUAL","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","21,000,000","LA HISTORIA DEL CONEJO EMBUSTERO","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","1,950,000","Ganamos la Batalla
“Creación colectiva de Hip – Hop Femenino a través de plataformas digitales”","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","3,250,000","DAVIDAATUCAPACIDAD.ORG.- UN ESPACIO DE INTERACCIÓN, ACTUACIÓN E INCLUSIÓN","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","6,630,000","DRAMAFÓNICOS ILUSTRADOS","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","10,650,000","DANZA VIRTUAL PARA SEGUIR VIVIENDO","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","8,200,000","ESCUELA DE ARTES INTERACTIVAS Y DIGITALES PARA LAS ARTES ESCÉNICAS - “PIXEL’ARTE","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","13,660,000","PLATAFORMA VIRTUAL MARCHANDO LA DIFERENCIA","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","3,000,000","TRANSFORMANDO REALIDADES","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","7,500,000","CREANDO DESDE LA TRANSFORMACIÓN","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","500,000","EN LA GRIETA”","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","4,600,000","DUNKAN DANCE FEST ON LINE VERSIÓN ESTILOS","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","4,000,000","DESDE LA TERRAZA","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","5,200,000","CICLO CYPHERS REGGAE BOGOTÁ","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","9,500,000","CARTAS AL BALCÓN-CORRESPONDENCIA TEATRAL","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","4,500,000","EL CIRCO DESDE LA VENTANA","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","2,000,000","ECLÉCTICA SONIDOS BOGOTANOS FESTIVAL DE MÚSICA ONLINE AGRICULTURA DIGITAL","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","7,000,000","""NADA""","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","17,700,000","KAIZEN O SALIR DEL FANGO","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","1,000,000","CARTOGRAFÍA LAS 7 MARAVILLAS DEL CIRCO EL ORIGEN DE LA TÉCNICA","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","6,000,000","_Obra de teatro “Don Fecundo”","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","10,000,000","LE GESTE, ESCUELA NACIONAL DE TEATRO FÍSICO HACIA UNA 
FORMACIÓN VIRTUAL","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","1,570,000","DAVIDAATUCAPACIDAD.ORG.- UN ESPACIO DE INTERACCIÓN, ACTUACIÓN E INCLUSIÓN","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","16,650,000","DANZA VIRTUAL PARA SEGUIR VIVIENDO","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","11,800,000","ESCUELA DE ARTES INTERACTIVAS Y DIGITALES PARA LAS ARTES ESCÉNICAS - “PIXEL’ARTE","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","5,480,000","PLATAFORMA VIRTUAL MARCHANDO LA DIFERENCIA","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","2,200,000","TRANSFORMANDO REALIDADES","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","4,000,000","EN LA GRIETA”","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","2,600,000","CICLO CYPHERS REGGAE BOGOTÁ","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","35,000,000","ACTIVARTE","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","35,000,000","JUNTO A LA CASA DE LA CULTURA, APORTAMOS A LA TRANSFORMACIÓN SOCIAL.","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","0","PROTECTO PILOTO","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","35,000,000","PROYECTO PILOTO EXPERIMENTAL: ESCUELAS DE FORMACIÓN ARTÍSTICA
VIRTUAL EFAV, GESTIÓN CULTURAL Y PATRIMONIAL, LOCALIDAD XV ANTONIO NARIÑO","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","80,000,000","#CantoParaQueCambie","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","250,000","XYZS","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","25,000,000","TEJIENDO ESCENA","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","9,050,000","TEJIENDO ESCENA","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","0","XXXX","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","1,000,000,000","DESARROLLO DE PROPUESTAS ARTÍSTICAS COMUNITARIAS PARA LA FORMACIÓN, PRODUCCIÓN Y CIRCULACIÓN DE LAS ARTES ESCÉNICAS EN LA LOCALIDAD DE CIUDAD BOLÍVAR - 2021","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","30,000,000","CIRCUITO CANDELA","Decreto 475","Decreto 475","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","185,034,290","ACTO LATINO - ACTO COMPLETO FASE I","Línea de infraestructura","Estudios y diseños","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","481,331,200","Diseños y estudios técnicos para la nueva sede del Teatro Casa Teatrova","Línea de infraestructura","Estudios y diseños","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","3,200,000,000","CASA E BORRERO - COMPRA DE INMUEBLE","Línea de infraestructura","Compra","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","41,769,000","ESTUDIOS Y DISEÑOS ELMUELLE","Línea de infraestructura","Estudios y diseños","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","41,650,000","Diseños y estudios técnicos para la nueva sede del Teatro Casa Teatrova","Línea de infraestructura","Estudios y diseños","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","470,061,926","Casa Tercer Acto 2017","Línea de infraestructura","Compra|Construcción","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","313,610,250","LA CASA DEL TEATRO NACIONAL 2019","Línea de infraestructura","Estudios y diseños","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","207,881,000","TEATRO LEONARDUS 2019","Línea de infraestructura","Estudios y diseños","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","294,839,000","TEATRO NACIONAL LA CASTELLANA 2019","Línea de infraestructura","Estudios y diseños","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","1,715,528,272","SALA DE CONCIERTOS FUNDACIÓN BATUTA","Línea de infraestructura","Construcción|Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","54,410,495","Casa Tercer Acto 2017","Línea de infraestructura","Compra|Construcción","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","2,250,000","Casa Tercer Acto 2017","Línea de infraestructura","Compra|Construcción","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","30,000,000","TEATRO LEONARDUS 2019","Línea de infraestructura","Estudios y diseños","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","729,471,178.38","SALA DE CONCIERTOS FUNDACIÓN BATUTA","Línea de infraestructura","Construcción|Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","2,118,242,821.62","SALA DE CONCIERTOS FUNDACIÓN BATUTA","Línea de infraestructura","Construcción|Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","744,942,074","SALA DE CONCIERTOS FUNDACIÓN BATUTA","Línea de infraestructura","Construcción|Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","2,594,169,766","Teatro Ecobioclimatico Libélula Dorada","Línea de infraestructura","Construcción","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","1,142,426,778","CASA DE LA MALDITA VANIDAD","Línea de infraestructura","Construcción","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","106,537,357.94","Teatro Ecobioclimatico Libélula Dorada","Línea de infraestructura","Construcción","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","1,679,462,642.06","Teatro Ecobioclimatico Libélula Dorada","Línea de infraestructura","Construcción","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","372,875,991","Teatro Ecobioclimatico Libélula Dorada","Línea de infraestructura","Construcción","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","69,566,646.74","CASA DE LA MALDITA VANIDAD","Línea de infraestructura","Construcción","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","630,433,353.26","CASA DE LA MALDITA VANIDAD","Línea de infraestructura","Construcción","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","255,245,494","CASA DE LA MALDITA VANIDAD","Línea de infraestructura","Construcción","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","4,584,828,658","DOTACION FASE 2 AUDITORIO LA FUGA - FUNDACION GILBERTO ALZATE AVENDANO","Línea de infraestructura","Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","110,363,499","Teatro Cuba - 2014","Línea de infraestructura","Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","30,000,000","FUNAMBULOS - TEATRO LA MACARENA  2016","Línea de infraestructura","Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","15,224,771","FUNAMBULOS - TEATRO LA MACARENA  2016","Línea de infraestructura","Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","304,072,370","Dotación equipos de iluminación y sonido Teatro La Candelaria","Línea de infraestructura","Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","304,072,370","Dotación equipos de iluminación y sonido Teatro La Candelaria","Línea de infraestructura","Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","1,702,892,977","TEATRO JORGE ELIECER GAITAN - 2023","Línea de infraestructura","Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","1,551,752,066","SUMINISTRO E INSTALACIÓN DE SISTEMA DE GRADAS MODULAR, CON SILLETERÍA RETRÁCTIL PARA EL CENTRO NACIONAL DE LAS ARTES - TEATRO COLON - SALA EXPERIMENTAL FANNY MIKEY","Línea de infraestructura","Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","155,271,310","TEATRO LA MACARENA 2015","Línea de infraestructura","Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","25,676,650","TEATRO LA MACARENA 2015","Línea de infraestructura","Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","427,399,619","DITIRAMBO GALERÍAS - UN NUEVO AIRE DESDE LAS GRADAS","Línea de infraestructura","Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","2,810,205,230","La Milla - Dotación Escenario para las Artes Escénicas La Milla Bronx Distrito Creativo","Línea de infraestructura","Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","446,151,230","Corporación Colombiana de Teatro","Línea de infraestructura","Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","1,361,667,020","Dotación de nueva silletería -Sala Santiago García","Línea de infraestructura","Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","476,022,848","DOTACIÓN SALA AUGUSTO BOAL FASE II","Línea de infraestructura","Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","3,084,504,454","Proyecto de modernización de la tecnología escénica del Teatro Mayor y Estudio Julio Mario Santo Domingo","Línea de infraestructura","Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","1,105,306,099","DOTACIÓN - ADQUISICÓN CONCHA ACÚSTICA TEATRO COLÓN","Línea de infraestructura","Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","55,000,000","DITIRAMBO GALERÍAS - UN NUEVO AIRE DESDE LAS GRADAS","Línea de infraestructura","Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","287,552,896","LA CASA DEL TEATRO NACIONAL - 2013","Línea de infraestructura","Mejoramiento y/o adecuación|Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","243,002,945","SALA DE TEATRO HILOS MÁGICOS","Línea de infraestructura","Mejoramiento y/o adecuación|Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","259,797,300","FUNDACION TEATRO ESTUDIO CALARCA TECAL","Línea de infraestructura","Mejoramiento y/o adecuación|Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","307,840,469","CASA TEATROVA 2014","Línea de infraestructura","Mejoramiento y/o adecuación|Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","91,491,015","CASA TEATROVA 2014","Línea de infraestructura","Mejoramiento y/o adecuación|Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","56,559,000","Sala de Teatro El Contrabajo Barrio La Despensa - 2013","Línea de infraestructura","Mejoramiento y/o adecuación|Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","5,483,200","Sala de Teatro El Contrabajo Barrio La Despensa - 2013","Línea de infraestructura","Mejoramiento y/o adecuación|Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","300,000,000","TEATRO LA CANDELARIA-2013","Línea de infraestructura","Mejoramiento y/o adecuación|Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","300,000,000","CIAT, CENTRO INTEGRAL DE ARTES TEATRIDANZA, EL TEATRO DE LA  MONTAÑA 2013","Línea de infraestructura","Mejoramiento y/o adecuación|Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","298,000,000","SALA SEKI SANO 2013","Línea de infraestructura","Mejoramiento y/o adecuación|Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","244,860,310","TEATRO LA CANDELARIA-2014","Línea de infraestructura","Mejoramiento y/o adecuación|Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","2,000,000","SALA SEKI SANO 2013","Línea de infraestructura","Mejoramiento y/o adecuación|Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","6,450,601","TEATRO LA CANDELARIA-2014","Línea de infraestructura","Mejoramiento y/o adecuación|Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","27,200,000","TEATRO LA CANDELARIA-2013","Línea de infraestructura","Mejoramiento y/o adecuación|Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","300,000,000","TEATRO LIBRE DE CHAPINERO-2013","Línea de infraestructura","Mejoramiento y/o adecuación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","120,000,000","TEATRINO DON ELOY","Línea de infraestructura","Mejoramiento y/o adecuación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","174,575,800","Factoría L’Explose","Línea de infraestructura","Mejoramiento y/o adecuación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","332,544,324","ARLEQUIN-2014","Línea de infraestructura","Mejoramiento y/o adecuación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","10,000,000","TEATRINO DON ELOY","Línea de infraestructura","Mejoramiento y/o adecuación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","399,565,422","CASA E-2014","Línea de infraestructura","Mejoramiento y/o adecuación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","329,447,053","TEATRO LIBRE SALA CHAPINERO-2014","Línea de infraestructura","Mejoramiento y/o adecuación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","6,370","CASA E-2014","Línea de infraestructura","Mejoramiento y/o adecuación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","35,947,800","TEATRO LIBRE SALA CHAPINERO-2014","Línea de infraestructura","Mejoramiento y/o adecuación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","300,000,000","TEATRO L´EXPLOSE 2013","Línea de infraestructura","Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","198,592,842","La Ventana-2014","Línea de infraestructura","Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","102,420,000","TEATRO DITIRAMBO - SEDE PALERMO - 2013","Línea de infraestructura","Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","79,380,500","Teatro Barajas 2014","Línea de infraestructura","Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","1,276,861,000","Teatro San Jorge 2014","Línea de infraestructura","Compra","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","798,081,773","TEATRO ACTO LATINO - 2015","Línea de infraestructura","Compra|Mejoramiento y/o adecuación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","11,756,814.67","Teatro San Jorge 2014","Línea de infraestructura","Compra","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","63,382,185.33","Teatro San Jorge 2014","Línea de infraestructura","Compra","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","1,349,181","La Ventana-2014","Línea de infraestructura","Dotación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","217,673,715","TEATRO ACTO LATINO - 2015","Línea de infraestructura","Compra|Mejoramiento y/o adecuación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","400,840,334","Teatro al Aire Libre la Media Torta - 2015","Línea de infraestructura","Mejoramiento y/o adecuación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","384,762,719","TEATRO LIBRE SALA CENTRO - 2014","Línea de infraestructura","Mejoramiento y/o adecuación","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","30,494,333","TEATRO EL PARQUE 2016","Línea de infraestructura","Estudios y diseños","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","142,805,667","TEATRO EL PARQUE 2016","Línea de infraestructura","Estudios y diseños","2025 Aug 28 12:00:00 AM"
"Ley de Espectáculos Públicos","11,001","Bogotá, D.C.","Bogotá, D. C.","2,708,535,455","TEATRO EL ENSUEÑO 2017","Línea de infraestructura","Construcción","2025 Aug 28 12:00:00 AM"
